Num ordine;Data ordine;Nominativo;B2B;Categoria;Prodotto;Periodo consegna;MM consegna ordine;AA consegna ordine;GG consegna ordine;Prz unitario;Unità misura;Qta;Tot riga;Imponibile ordine;IVA;Spese spedizione e consegna;Tot ordine;Transazione;Data consegna ordine;Mod pag GG;Pagamento
2025-000566;24/09/2025;Privato-0145;Privato;Cereali;Orzo;Settembre;9;2025;31; 316,64 € ;t;18;5699,52;5699,52;20%;12;6851,424;Differita;01/10/2025;48;11/11/2025
2025-000567;05/04/2025;Privato-0169;Privato;Ortaggi;Melanzane;Aprile;4;2025;10; 11,22 € ;kg;17;190,74;190,74;20%;19;247,888;Differita;10/04/2025;108;22/07/2025
2025-000568;23/04/2025;Privato-0138;Privato;Ortaggi;Fagiolini;Aprile;4;2025;26; 10,16 € ;kg;12;121,92;121,92;20%;11;157,304;Differita;26/04/2025;33;26/05/2025
2025-000569;22/03/2025;RagSoc-0072;RagSoc;Ortaggi;Carote;Aprile;4;2025;20; 8,25 € ;kg;10;82,5;517,48;20%;0;620,976;Differita;20/04/2025;111;11/07/2025
2025-000569;02/01/2025;Privato-0745;Privato;Erbe officinali;Erbe diverse;Annuale;1;2025;12; 62,14 € ;kg;7;434,98;517,48;20%;0;620,976;Differita;12/01/2025;100;12/04/2025
2025-000570;24/04/2025;Privato-0128;Privato;Legumi;Piselli;Aprile;4;2025;26; 64,88 € ;q;6;389,28;389,28;20%;6;473,136;Differita;26/04/2025;46;09/06/2025
2025-000571;30/05/2025;Privato-0427;Privato;Frutta;Amarene;Maggio;5;2025;31; 1,18 € ;kg;13;15,34;15,34;20%;18;36,408;Differita;31/05/2025;87;25/08/2025
2025-000572;02/06/2025;Privato-0488;Privato;Cereali;Grano tenero;Giugno;6;2025;2; 317,59 € ;t;7;2223,13;2223,13;20%;16;2683,756;Immediata;02/06/2025;0;02/06/2025
2025-000573;30/03/2025;Privato-0415;Privato;Ortaggi;Spinaci;Aprile;4;2025;3; 5,04 € ;kg;20;100,8;323,46;20%;0;388,152;Differita;03/04/2025;56;25/05/2025
2025-000573;08/02/2025;RagSoc-0027;RagSoc;Legumi;Fagioli;Aprile;4;2025;3; 60,02 € ;q;3;180,06;323,46;20%;6;394,152;Differita;03/04/2025;5;13/02/2025
2025-000573;25/04/2025;Privato-0011;Privato;Frutta;Prugne;Maggio;5;2025;1; 4,26 € ;kg;10;42,6;323,46;20%;44;432,152;Differita;01/05/2025;5;30/04/2025
2025-000574;04/06/2025;Privato-0776;Privato;Cereali;Grano tenero;Giugno;6;2025;6; 317,59 € ;t;6;1905,54;1905,54;20%;0;2286,648;Differita;06/06/2025;31;05/07/2025
2025-000575;17/04/2025;Privato-0546;Privato;Ortaggi;Cicoria;Aprile;4;2025;20; 19,62 € ;kg;20;392,4;392,4;20%;0;470,88;Differita;20/04/2025;48;04/06/2025
2025-000576;19/04/2025;Privato-0077;Privato;Ortaggi;Spinaci;Aprile;4;2025;19; 5,04 € ;kg;6;30,24;86,48;20%;7;110,776;Immediata;19/04/2025;0;19/04/2025
2025-000576;05/09/2025;Privato-0446;Privato;Ortaggi;Finocchi;Settembre;9;2025;5; 14,06 € ;kg;4;56,24;86,48;20%;12;115,776;Immediata;05/09/2025;0;05/09/2025
2025-000578;13/04/2025;Privato-0355;Privato;Spezie piante aromatiche;Rosmarino;Aprile;4;2025;20; 0,80 € ;Confezione;10;8;8;20%;1;10,6;Differita;20/04/2025;99;21/07/2025
2025-000580;25/05/2025;Privato-0054;Privato;Frutta;Fragole;Maggio;5;2025;28; 4,94 € ;kg;19;93,86;574,01;20%;51;739,812;Differita;28/05/2025;110;12/09/2025
2025-000580;11/01/2025;RagSoc-0077;RagSoc;Altre piante;Piante d'arredo;Annuale;1;2025;17; 32,01 € ;Pezzo;15;480,15;574,01;20%;5;693,812;Differita;17/01/2025;16;27/01/2025
2025-000581;10/05/2025;Privato-0449;Privato;Frutta;Prugne;Maggio;5;2025;16; 4,26 € ;kg;17;72,42;2712,84;20%;3;3258,408;Differita;16/05/2025;55;04/07/2025
2025-000581;17/09/2025;Privato-0720;Privato;Cereali;Mais;Settembre;9;2025;19; 293,38 € ;t;9;2640,42;2712,84;20%;71;3326,408;Differita;19/09/2025;108;03/01/2026
2025-000582;24/08/2025;Privato-0202;Privato;Frutta in guscio;Castagne;Agosto;8;2025;24; 2,87 € ;kg;12;34,44;34,44;20%;22;63,328;Immediata;24/08/2025;0;24/08/2025
2025-000584;15/06/2025;RagSoc-0079;RagSoc;Cereali;Avena;Giugno;6;2025;25; 296,56 € ;t;20;5931,2;5931,2;20%;3;7120,44;Differita;25/06/2025;43;28/07/2025
2025-000585;21/06/2025;Privato-0531;Privato;Cereali;Grano tenero;Giugno;6;2025;25; 317,59 € ;t;7;2223,13;3502,61;20%;4;4207,132;Differita;25/06/2025;101;30/09/2025
2025-000585;12/08/2025;RagSoc-0052;RagSoc;Ulivi;Olive da tavola;Settembre;9;2025;25; 94,99 € ;q;11;1044,9;3502,61;20%;6;4209,132;Differita;25/09/2025;5;17/08/2025
2025-000585;19/04/2025;Privato-0260;Privato;Ortaggi;Asparagi;Aprile;4;2025;29; 2,21 € ;kg;16;35,36;3502,61;20%;14;4217,132;Differita;29/04/2025;42;31/05/2025
2025-000585;16/04/2025;RagSoc-0115;RagSoc;Spezie piante aromatiche;Rosmarino;Aprile;4;2025;24; 0,80 € ;Confezione;16;12,8;3502,61;20%;17;4220,132;Differita;24/04/2025;88;13/07/2025
2025-000585;09/01/2025;Privato-0743;Privato;Erbe officinali;Erbe diverse;Annuale;1;2025;9; 62,14 € ;kg;3;186,42;3502,61;20%;5;4208,132;Immediata;09/01/2025;0;09/01/2025
2025-000586;07/09/2025;Privato-0372;Privato;Ortaggi;Cavoli;Settembre;9;2025;8; 23,11 € ;kg;17;392,87;392,87;20%;0;471,444;Differita;08/09/2025;113;29/12/2025
2025-000587;11/08/2025;Privato-0553;Privato;Frutta in guscio;Anacardi;Agosto;8;2025;11; 7,86 € ;kg;7;55,02;55,02;20%;20;86,024;Immediata;11/08/2025;0;11/08/2025
2025-000588;22/05/2025;RagSoc-0117;RagSoc;Cereali;Miglio;Giugno;6;2025;13; 322,65 € ;t;3;967,95;967,95;20%;6;1167,54;Differita;13/06/2025;48;09/07/2025
2025-000589;09/08/2025;Privato-0780;Privato;Frutta in guscio;Pistacchi;Agosto;8;2025;9; 3,61 € ;kg;19;68,59;68,59;20%;0;82,308;Immediata;09/08/2025;0;09/08/2025
2025-000590;08/06/2025;Privato-0639;Privato;Cereali;Grano duro;Giugno;6;2025;8; 300,95 € ;t;19;5718,05;5718,05;20%;17;6878,66;Immediata;08/06/2025;0;08/06/2025
2025-000591;25/08/2025;Privato-0062;Privato;Ulivi;Olive per frantoio;Settembre;9;2025;1; 105,48 € ;q;18;1898,672727;1996,772727;20%;6;2402,127273;Differita;01/09/2025;50;14/10/2025
2025-000591;29/03/2025;Privato-0249;Privato;Ortaggi;Cicoria;Aprile;4;2025;2; 19,62 € ;kg;5;98,1;1996,772727;20%;6;2402,127273;Differita;02/04/2025;1;30/03/2025
2025-000592;23/09/2025;Privato-0654;Privato;Ortaggi;Cavoli;Settembre;9;2025;24; 23,11 € ;kg;18;415,98;415,98;20%;29;528,176;Differita;24/09/2025;30;23/10/2025
2025-000593;24/04/2025;Privato-0528;Privato;Ortaggi;Peperoni;Aprile;4;2025;24; 2,39 € ;kg;15;35,85;35,85;20%;44;87,02;Immediata;24/04/2025;0;24/04/2025
2025-000595;29/04/2025;RagSoc-0049;RagSoc;Cereali;Segale;Giugno;6;2025;14; 334,75 € ;t;19;6360,25;6454,57;20%;1;7746,484;Differita;14/06/2025;47;15/06/2025
2025-000595;04/08/2025;RagSoc-0035;RagSoc;Frutta in guscio;Anacardi;Agosto;8;2025;14; 7,86 € ;kg;12;94,32;6454,57;20%;0;7745,484;Differita;14/08/2025;34;07/09/2025
2025-000600;22/05/2025;RagSoc-0011;RagSoc;Frutta;Albicocche;Maggio;5;2025;31; 4,38 € ;kg;3;13,14;13,14;20%;8;23,768;Differita;31/05/2025;45;06/07/2025
2025-000601;25/04/2025;Privato-0600;Privato;Ortaggi;Angurie;Aprile;4;2025;25; 20,72 € ;kg;20;414,4;414,4;20%;11;508,28;Immediata;25/04/2025;0;25/04/2025
2025-000603;16/09/2025;Privato-0426;Privato;Cereali;Farro;Settembre;9;2025;19; 318,14 € ;t;3;954,42;2124,52;20%;6;2555,424;Differita;19/09/2025;36;22/10/2025
2025-000603;19/04/2025;Privato-0373;Privato;Legumi;Fave;Aprile;4;2025;29; 117,01 € ;q;10;1170,1;2124,52;20%;0;2549,424;Differita;29/04/2025;46;04/06/2025
2025-000607;08/05/2025;Privato-0722;Privato;Frutta;Albicocche;Maggio;5;2025;16; 4,38 € ;kg;13;56,94;56,94;20%;7;75,328;Differita;16/05/2025;15;23/05/2025
2025-000610;31/07/2025;Privato-0443;Privato;Frutta in guscio;Castagne;Agosto;8;2025;7; 2,87 € ;kg;17;48,79;957,11;20%;2;1150,532;Differita;07/08/2025;18;18/08/2025
2025-000610;01/04/2025;RagSoc-0105;RagSoc;Legumi;Piselli;Aprile;4;2025;25; 64,88 € ;q;14;908,32;957,11;20%;20;1168,532;Differita;25/04/2025;68;08/06/2025
2025-000611;23/07/2025;RagSoc-0111;RagSoc;Frutta in guscio;Nocciole;Agosto;8;2025;9; 4,39 € ;kg;16;70,24;1849,6;20%;7;2226,52;Differita;09/08/2025;65;26/09/2025
2025-000611;14/06/2025;Privato-0014;Privato;Cereali;Avena;Giugno;6;2025;23; 296,56 € ;t;6;1779,36;1849,6;20%;34;2253,52;Differita;23/06/2025;106;28/09/2025
2025-000612;24/03/2025;Privato-0736;Privato;Legumi;Ceci;Aprile;4;2025;10; 98,73 € ;q;5;493,65;527,11;20%;45;677,532;Differita;10/04/2025;54;17/05/2025
2025-000612;22/04/2025;Privato-0603;Privato;Ortaggi;Peperoni;Aprile;4;2025;26; 2,39 € ;kg;14;33,46;527,11;20%;8;640,532;Differita;26/04/2025;77;08/07/2025
2025-000615;14/08/2025;Privato-0786;Privato;Frutta;Cachi;Agosto;8;2025;15; 3,84 € ;kg;16;61,44;671,34;20%;13;818,608;Differita;15/08/2025;36;19/09/2025
2025-000615;16/09/2025;Privato-0236;Privato;Viti;Uva da tavola;Settembre;9;2025;19; 22,48 € ;q;19;427,12;671,34;20%;23;828,608;Differita;19/09/2025;100;25/12/2025
2025-000615;24/08/2025;Privato-0355;Privato;Ortaggi;Finocchi;Settembre;9;2025;8; 14,06 € ;kg;13;182,78;671,34;20%;1;806,608;Differita;08/09/2025;75;07/11/2025
2025-000616;20/04/2025;Privato-0090;Privato;Ortaggi;Zucche;Aprile;4;2025;20; 17,06 € ;kg;3;51,18;51,18;20%;22;83,416;Immediata;20/04/2025;0;20/04/2025
2025-000619;21/01/2025;Privato-0772;Privato;Altre piante;Alberi e fiori da giardino;Annuale;1;2025;30; 37,71 € ;Pezzo;14;527,94;1382,858182;20%;3;1662,429818;Differita;30/01/2025;56;18/03/2025
2025-000619;28/09/2025;Privato-0722;Privato;Ulivi;Olive da tavola;Settembre;9;2025;28; 94,99 € ;q;9;854,9181818;1382,858182;20%;68;1727,429818;Immediata;28/09/2025;0;28/09/2025
2025-000621;20/04/2025;Privato-0534;Privato;Ortaggi;Carote;Aprile;4;2025;26; 8,25 € ;kg;18;148,5;148,5;20%;0;178,2;Differita;26/04/2025;94;23/07/2025
2025-000623;04/01/2025;Privato-0494;Privato;Altre piante;Alberi e fiori da giardino;Annuale;1;2025;5; 37,71 € ;Pezzo;20;754,2;2337,4;20%;0;2804,88;Differita;05/01/2025;15;19/01/2025
2025-000623;31/08/2025;Privato-0703;Privato;Cereali;Orzo;Settembre;9;2025;5; 316,64 € ;t;5;1583,2;2337,4;20%;1;2805,88;Differita;05/09/2025;38;08/10/2025
2025-000624;10/04/2025;Privato-0499;Privato;Spezie piante aromatiche;Origano;Aprile;4;2025;15; 1,04 € ;Confezione;11;11,44;65,32;20%;13;91,384;Differita;15/04/2025;72;21/06/2025
2025-000624;11/02/2025;RagSoc-0027;RagSoc;Spezie piante aromatiche;Salvia;Aprile;4;2025;7; 1,14 € ;Confezione;10;11,4;65,32;20%;10;88,384;Differita;07/04/2025;74;26/04/2025
2025-000624;17/04/2025;RagSoc-0082;RagSoc;Frutti di bosco;Lamponi;Maggio;5;2025;30; 4,72 € ;kg;9;42,48;65,32;20%;10;88,384;Differita;30/05/2025;40;27/05/2025
2025-000625;18/04/2025;Privato-0775;Privato;Legumi;Ceci;Aprile;4;2025;21; 98,73 € ;q;17;1678,41;1841,24;20%;5;2214,488;Differita;21/04/2025;109;05/08/2025
2025-000625;04/09/2025;Privato-0465;Privato;Ortaggi;Sedano;Settembre;9;2025;6; 8,57 € ;kg;19;162,83;1841,24;20%;46;2255,488;Differita;06/09/2025;32;06/10/2025
2025-000628;27/05/2025;Privato-0334;Privato;Frutta;Mele;Maggio;5;2025;31; 0,95 € ;kg;16;15,2;425,48;20%;1;511,576;Differita;31/05/2025;21;17/06/2025
2025-000628;11/08/2025;Privato-0794;Privato;Frutta;Pere;Agosto;8;2025;12; 2,82 € ;kg;2;5,64;425,48;20%;4;514,576;Differita;12/08/2025;36;16/09/2025
2025-000628;08/09/2025;RagSoc-0116;RagSoc;Viti;Uva da tavola;Settembre;9;2025;27; 22,48 € ;q;18;404,64;425,48;20%;0;510,576;Differita;27/09/2025;90;07/12/2025
2025-000634;16/09/2025;Privato-0245;Privato;Ortaggi;Cavoli;Settembre;9;2025;20; 23,11 € ;kg;6;138,66;311,38;20%;2;375,656;Differita;20/09/2025;67;22/11/2025
2025-000634;27/04/2025;Privato-0470;Privato;Ortaggi;Fagiolini;Aprile;4;2025;29; 10,16 € ;kg;17;172,72;311,38;20%;7;380,656;Differita;29/04/2025;20;17/05/2025
2025-000641;10/04/2025;Privato-0197;Privato;Spezie piante aromatiche;Menta;Aprile;4;2025;11; 0,55 € ;Confezione;5;2,75;2,75;20%;15;18,3;Differita;11/04/2025;96;15/07/2025
2025-000643;31/03/2025;Privato-0270;Privato;Spezie piante aromatiche;Salvia;Aprile;4;2025;23; 1,14 € ;Confezione;10;11,4;11,4;20%;82;95,68;Differita;23/04/2025;58;28/05/2025
2025-000644;02/04/2025;RagSoc-0046;RagSoc;Ortaggi;Zucchine;Aprile;4;2025;5; 22,04 € ;kg;4;88,16;88,16;20%;0;105,792;Differita;05/04/2025;21;23/04/2025
2025-000646;06/05/2025;Privato-0757;Privato;Frutta;Prugne;Maggio;5;2025;7; 4,26 € ;kg;11;46,86;105,89;20%;6;133,068;Differita;07/05/2025;72;17/07/2025
2025-000646;08/09/2025;Privato-0654;Privato;Ortaggi;Carciofi;Settembre;9;2025;12; 2,34 € ;kg;12;28,08;105,89;20%;52;179,068;Differita;12/09/2025;84;01/12/2025
2025-000646;09/07/2025;RagSoc-0037;RagSoc;Frutta in guscio;Noci;Agosto;8;2025;20; 7,37 € ;kg;1;7,37;105,89;20%;5;132,068;Differita;20/08/2025;74;21/09/2025
2025-000646;28/08/2025;Privato-0531;Privato;Frutta in guscio;Anacardi;Agosto;8;2025;28; 7,86 € ;kg;3;23,58;105,89;20%;15;142,068;Immediata;28/08/2025;0;28/08/2025
2025-000647;19/06/2025;Privato-0685;Privato;Cereali;Grano duro;Giugno;6;2025;19; 300,95 € ;t;18;5417,1;5510,06;20%;46;6658,072;Immediata;19/06/2025;0;19/06/2025
2025-000647;10/03/2025;RagSoc-0119;RagSoc;Spezie piante aromatiche;Origano;Aprile;4;2025;9; 1,04 € ;Confezione;7;7,28;5510,06;20%;0;6612,072;Differita;09/04/2025;76;25/05/2025
2025-000647;16/05/2025;Privato-0570;Privato;Frutta;Pesche;Maggio;5;2025;18; 4,76 € ;kg;18;85,68;5510,06;20%;0;6612,072;Differita;18/05/2025;20;05/06/2025
2025-000649;03/08/2025;RagSoc-0090;RagSoc;Ortaggi;Finocchi;Settembre;9;2025;16; 14,06 € ;kg;4;56,24;56,24;20%;3;70,488;Differita;16/09/2025;80;22/10/2025
2025-000651;02/07/2025;RagSoc-0118;RagSoc;Frutta;Mele cotogne;Agosto;8;2025;15; 0,90 € ;kg;9;8,1;45,67;20%;0;54,804;Differita;15/08/2025;73;13/09/2025
2025-000651;20/04/2025;Privato-0261;Privato;Ortaggi;Asparagi;Aprile;4;2025;20; 2,21 € ;kg;17;37,57;45,67;20%;2;56,804;Immediata;20/04/2025;0;20/04/2025
2025-000652;29/09/2025;Privato-0091;Privato;Ortaggi;Broccoli;Settembre;9;2025;31; 22,73 € ;kg;3;68,19;1658,89;20%;1;1991,668;Differita;01/10/2025;54;22/11/2025
2025-000652;20/09/2025;Privato-0286;Privato;Cereali;Farro;Settembre;9;2025;21; 318,14 € ;t;5;1590,7;1658,89;20%;41;2031,668;Differita;21/09/2025;101;30/12/2025
2025-000654;12/04/2025;Privato-0423;Privato;Spezie piante aromatiche;Salvia;Aprile;4;2025;17; 1,14 € ;Confezione;9;10,26;10,26;20%;2;14,312;Differita;17/04/2025;105;26/07/2025
2025-000656;26/08/2025;Privato-0693;Privato;Frutta in guscio;Pistacchi;Agosto;8;2025;28; 3,61 € ;kg;3;10,83;10,83;20%;0;12,996;Differita;28/08/2025;25;20/09/2025
2025-000657;25/03/2025;RagSoc-0027;RagSoc;Legumi;Lenticchie;Aprile;4;2025;20; 113,58 € ;q;12;1362,96;1362,96;20%;1;1636,552;Differita;20/04/2025;97;30/06/2025
2025-000658;30/03/2025;Privato-0063;Privato;Ortaggi;Meloni;Aprile;4;2025;7; 1,50 € ;kg;13;19,5;28,07;20%;13;46,684;Differita;07/04/2025;35;04/05/2025
2025-000658;28/09/2025;Privato-0129;Privato;Ortaggi;Sedano;Settembre;9;2025;28; 8,57 € ;kg;1;8,57;28,07;20%;12;45,684;Immediata;28/09/2025;0;28/09/2025
2025-000659;26/01/2025;Privato-0467;Privato;Altre piante;Piante d'arredo;Annuale;1;2025;28; 32,01 € ;Pezzo;3;96,03;125,55;20%;23;173,66;Differita;28/01/2025;85;21/04/2025
2025-000659;13/08/2025;Privato-0575;Privato;Frutta;Melograno;Agosto;8;2025;17; 3,28 € ;kg;9;29,52;125,55;20%;29;179,66;Differita;17/08/2025;85;06/11/2025
2025-000662;26/09/2025;Privato-0764;Privato;Viti;Uva per vinificazione;Settembre;9;2025;26; 33,74 € ;q;5;168,7;168,7;20%;16;218,44;Immediata;26/09/2025;0;26/09/2025
2025-000663;31/07/2025;RagSoc-0028;RagSoc;Viti;Uva da tavola;Settembre;9;2025;29; 22,48 € ;q;9;202,32;202,32;20%;25;267,784;Differita;29/09/2025;86;25/10/2025
2025-000666;26/04/2025;Privato-0788;Privato;Frutta;Albicocche;Maggio;5;2025;8; 4,38 € ;kg;5;21,9;45,48;20%;29;83,576;Differita;08/05/2025;11;07/05/2025
2025-000666;24/07/2025;RagSoc-0102;RagSoc;Frutta in guscio;Anacardi;Agosto;8;2025;10; 7,86 € ;kg;3;23,58;45,48;20%;6;60,576;Differita;10/08/2025;57;19/09/2025
2025-000667;11/09/2025;Privato-0632;Privato;Viti;Uva da tavola;Settembre;9;2025;13; 22,48 € ;q;9;202,32;4635,28;20%;10;5572,336;Differita;13/09/2025;12;23/09/2025
2025-000667;25/08/2025;Privato-0493;Privato;Cereali;Orzo;Settembre;9;2025;2; 316,64 € ;t;14;4432,96;4635,28;20%;0;5562,336;Differita;02/09/2025;83;16/11/2025
2025-000668;20/05/2025;Privato-0669;Privato;Frutta;Pesche;Maggio;5;2025;22; 4,76 € ;kg;2;9,52;9,52;20%;12;23,424;Differita;22/05/2025;27;16/06/2025
2025-000669;01/01/2025;Privato-0051;Privato;Altre piante;Piante per l'industria;Annuale;1;2025;9; 37,73 € ;Pezzo;13;490,49;490,49;20%;68;656,588;Differita;09/01/2025;119;30/04/2025
2025-000670;13/06/2025;Privato-0239;Privato;Cereali;Segale;Giugno;6;2025;13; 334,75 € ;t;20;6695;6695;20%;3;8037;Immediata;13/06/2025;0;13/06/2025
2025-000671;14/05/2025;Privato-0502;Privato;Frutta;Albicocche;Maggio;5;2025;18; 4,38 € ;kg;12;52,56;52,56;20%;13;76,072;Differita;18/05/2025;114;05/09/2025
2025-000674;18/04/2025;Privato-0374;Privato;Ortaggi;Peperoni;Aprile;4;2025;20; 2,39 € ;kg;7;16,73;16,73;20%;3;23,076;Differita;20/04/2025;37;25/05/2025
2025-000677;23/09/2025;Privato-0083;Privato;Ortaggi;Cavoli;Settembre;9;2025;31; 23,11 € ;kg;17;392,87;414,89;20%;6;503,868;Differita;01/10/2025;15;08/10/2025
2025-000677;30/04/2025;Privato-0556;Privato;Spezie piante aromatiche;Basilico;Aprile;4;2025;30; 1,48 € ;Confezione;12;17,76;414,89;20%;14;511,868;Immediata;30/04/2025;0;30/04/2025
2025-000677;10/05/2025;Privato-0765;Privato;Frutta;Prugne;Maggio;5;2025;14; 4,26 € ;kg;1;4,26;414,89;20%;3;500,868;Differita;14/05/2025;105;23/08/2025
2025-000678;09/06/2025;Privato-0604;Privato;Cereali;Grano duro;Giugno;6;2025;11; 300,95 € ;t;3;902,85;3249,89;20%;6;3905,868;Differita;11/06/2025;27;06/07/2025
2025-000678;14/09/2025;Privato-0409;Privato;Cereali;Mais;Settembre;9;2025;17; 293,38 € ;t;8;2347,04;3249,89;20%;0;3899,868;Differita;17/09/2025;101;24/12/2025
2025-000679;10/04/2025;Privato-0674;Privato;Ortaggi;Meloni;Aprile;4;2025;12; 1,50 € ;kg;7;10,5;10,5;20%;30;42,6;Differita;12/04/2025;62;11/06/2025
2025-000681;08/04/2025;Privato-0114;Privato;Ortaggi;Pomodori;Aprile;4;2025;8; 2,32 € ;kg;2;4,64;4,64;20%;6;11,568;Immediata;08/04/2025;0;08/04/2025
2025-000682;14/04/2025;Privato-0623;Privato;Ortaggi;Spinaci;Aprile;4;2025;17; 5,04 € ;kg;9;45,36;5462,46;20%;9;6563,952;Differita;17/04/2025;46;30/05/2025
2025-000682;29/05/2025;Privato-0110;Privato;Cereali;Grano duro;Giugno;6;2025;1; 300,95 € ;t;18;5417,1;5462,46;20%;3;6557,952;Differita;01/06/2025;53;21/07/2025
2025-000684;24/08/2025;Privato-0794;Privato;Frutta;Pere;Agosto;8;2025;27; 2,82 € ;kg;20;56,4;56,4;20%;7;74,68;Differita;27/08/2025;40;03/10/2025
2025-000685;23/08/2025;Privato-0417;Privato;Frutta in guscio;Nocciole;Agosto;8;2025;26; 4,39 € ;kg;12;52,68;52,68;20%;6;69,216;Differita;26/08/2025;3;26/08/2025
2025-000691;28/08/2025;Privato-0358;Privato;Cereali;Orzo;Settembre;9;2025;2; 316,64 € ;t;2;633,28;633,28;20%;12;771,936;Differita;02/09/2025;103;09/12/2025
2025-000696;14/06/2025;Privato-0596;Privato;Cereali;Segale;Giugno;6;2025;14; 334,75 € ;t;5;1673,75;1863,731818;20%;37;2273,478182;Immediata;14/06/2025;0;14/06/2025
2025-000696;19/09/2025;Privato-0276;Privato;Ulivi;Olive da tavola;Settembre;9;2025;20; 94,99 € ;q;2;189,9818182;1863,731818;20%;3;2239,478182;Differita;20/09/2025;14;03/10/2025
2025-000699;18/05/2025;Privato-0452;Privato;Frutta;Amarene;Maggio;5;2025;21; 1,18 € ;kg;13;15,34;15,34;20%;2;20,408;Differita;21/05/2025;40;27/06/2025
2025-000700;29/06/2025;Privato-0178;Privato;Cereali;Grano duro;Giugno;6;2025;30; 300,95 € ;t;20;6019;6036,1;20%;2;7245,32;Differita;30/06/2025;95;02/10/2025
2025-000700;14/04/2025;RagSoc-0010;RagSoc;Frutti di bosco;Mirtilli;Maggio;5;2025;3; 5,70 € ;kg;3;17,1;6036,1;20%;0;7243,32;Differita;03/05/2025;46;30/05/2025
2025-000702;17/05/2025;RagSoc-0057;RagSoc;Cereali;Segale;Giugno;6;2025;30; 334,75 € ;t;5;1673,75;1689,11;20%;37;2063,932;Differita;30/06/2025;66;22/07/2025
2025-000702;29/08/2025;Privato-0381;Privato;Frutta;Cachi;Agosto;8;2025;29; 3,84 € ;kg;4;15,36;1689,11;20%;14;2040,932;Immediata;29/08/2025;0;29/08/2025
2025-000703;24/05/2025;RagSoc-0048;RagSoc;Cereali;Avena;Giugno;6;2025;26; 296,56 € ;t;1;296,56;296,56;20%;9;364,872;Differita;26/06/2025;85;17/08/2025
2025-000704;04/04/2025;Privato-0032;Privato;Legumi;Piselli;Aprile;4;2025;4; 64,88 € ;q;14;908,32;908,32;20%;12;1101,984;Immediata;04/04/2025;0;04/04/2025
2025-000706;12/09/2025;Privato-0186;Privato;Ortaggi;Cavolfiori;Settembre;9;2025;13; 23,94 € ;kg;11;263,34;263,34;20%;3;319,008;Differita;13/09/2025;107;28/12/2025
2025-000707;15/04/2025;Privato-0699;Privato;Ortaggi;Fagiolini;Aprile;4;2025;20; 10,16 € ;kg;2;20,32;20,32;20%;2;26,384;Differita;20/04/2025;88;12/07/2025
2025-000709;06/09/2025;Privato-0396;Privato;Viti;Uva da tavola;Settembre;9;2025;11; 22,48 € ;q;13;292,24;708,22;20%;14;863,864;Differita;11/09/2025;65;10/11/2025
2025-000709;18/09/2025;Privato-0627;Privato;Ortaggi;Cavoli;Settembre;9;2025;22; 23,11 € ;kg;18;415,98;708,22;20%;0;849,864;Differita;22/09/2025;25;13/10/2025
2025-000710;19/02/2025;RagSoc-0092;RagSoc;Legumi;Piselli;Aprile;4;2025;4; 64,88 € ;q;11;713,68;713,68;20%;5;861,416;Differita;04/04/2025;90;20/05/2025
2025-000712;11/05/2025;Privato-0779;Privato;Frutti di bosco;Lamponi;Maggio;5;2025;12; 4,72 € ;kg;15;70,8;141,04;20%;0;169,248;Differita;12/05/2025;77;27/07/2025
2025-000712;08/08/2025;Privato-0779;Privato;Frutta in guscio;Nocciole;Agosto;8;2025;9; 4,39 € ;kg;16;70,24;141,04;20%;0;169,248;Differita;09/08/2025;64;11/10/2025
2025-000713;09/09/2025;Privato-0228;Privato;Ortaggi;Carciofi;Settembre;9;2025;19; 2,34 € ;kg;15;35,1;2448,31;20%;5;2942,972;Differita;19/09/2025;33;12/10/2025
2025-000713;01/05/2025;RagSoc-0062;RagSoc;Cereali;Miglio;Giugno;6;2025;19; 322,65 € ;t;7;2258,55;2448,31;20%;5;2942,972;Differita;19/06/2025;39;09/06/2025
2025-000713;13/09/2025;Privato-0185;Privato;Ortaggi;Finocchi;Settembre;9;2025;29; 14,06 € ;kg;11;154,66;2448,31;20%;9;2946,972;Differita;29/09/2025;104;26/12/2025
2025-000715;27/05/2025;Privato-0445;Privato;Frutta;Ciliegie;Maggio;5;2025;27; 1,78 € ;kg;15;26,7;26,7;20%;25;57,04;Immediata;27/05/2025;0;27/05/2025
2025-000719;17/09/2025;Privato-0719;Privato;Ortaggi;Patate;Settembre;9;2025;17; 19,80 € ;kg;18;356,4;356,4;20%;40;467,68;Immediata;17/09/2025;0;17/09/2025
2025-000722;20/05/2025;Privato-0285;Privato;Frutti di bosco;Ribes;Maggio;5;2025;22; 1,52 € ;kg;6;9,12;77,68;20%;5;98,216;Differita;22/05/2025;9;29/05/2025
2025-000722;01/09/2025;Privato-0773;Privato;Ortaggi;Sedano;Settembre;9;2025;11; 8,57 € ;kg;8;68,56;77,68;20%;6;99,216;Differita;11/09/2025;69;09/11/2025
2025-000723;17/09/2025;RagSoc-0048;RagSoc;Ortaggi;Cavolfiori;Settembre;9;2025;23; 23,94 € ;kg;7;167,58;190,78;20%;0;228,936;Differita;23/09/2025;12;29/09/2025
